Unnamed: 0,text,place,uri,collector,area,lat,lon,GPTnorm
94926,Έξ' κι απαδά!,"Πόντος, Κοτύωρα",http://hdl.handle.net/20.500.11853/184499,"Παπαδόπουλος, Άνθιμος Α.",Πόντος,40.0850088,23.9775837,Έξω και από εκεί!
4001,Τ' ομματί μ με το σκωλεκιν ετσκώθεν,Πόντος,http://hdl.handle.net/20.500.11853/279561,"Βαλαβάνης, Ι.",Πόντος,40.0850088,23.9775837,Το μάτι μου με το σκουλήκι ετσουκίστηκε.
97297,Τι εὶναι τη καμελί ορθόν να έτον και η γούλα,Πόντος,http://hdl.handle.net/20.500.11853/203036,"Παπανανιάδης, Ελευθέριος",Πόντος,40.0850088,23.9775837,Τι είναι της καμήλας ίσιο να ήταν και ο λαιμός.
3491,Κ' η καλομάννα μ' ποίει ατο,Πόντος,http://hdl.handle.net/20.500.11853/264053,"Βαλαβάνης, Ι.",Πόντος,40.0850088,23.9775837,Και η γιαγιά μου το κάνει.
4280,Για παιδόπλο για πανόπλο,"Πόντος, Οινόη",http://hdl.handle.net/20.500.11853/246375,"Βαμβακίδης, Ι.",Πόντος,40.0850088,23.9775837,Για παιδί για πανί
3634,Μουχτερόν πουλούν,Πόντος,http://hdl.handle.net/20.500.11853/263991,"Βαλαβάνης, Ι.",Πόντος,40.0850088,23.9775837,Πουπουλένιο πουλούν
99675,Ραφ και σοκέννε,"Πόντος, Τραπεζούντα",http://hdl.handle.net/20.500.11853/264235,"Παρχαρίδης, Ι. Α.",Πόντος,40.0850088,23.9775837,Ράβε και ξήλωνε
77851,Σην αναβροχήν το χαλάζ πα καλόν εὶναι,"Πόντος, Χαλδία",http://hdl.handle.net/20.500.11853/206821,"Μελανοφρύδης, Παντελεήμον Η.",Πόντος,40.0850088,23.9775837,Σε ανομβρία το χαλάζι πάλι καλό είναι
95979,"Σιλτουρ', 'ς σα ξύλα, 'ς σο νερόν, Σιλτουρ', 'ς ση χαμαιλέτεν","Πόντος, Κερασούντα",http://hdl.handle.net/20.500.11853/244137,"Παπαδόπουλος, Άνθιμος Α.",Πόντος,40.0850088,23.9775837,"Σίλτουρ', στα ξύλα, στο νερό, Σίλτουρ', στη χαμοκέλα."
78000,"Χεμ' κλέφτες, χεμ απανώτερος","Πόντος, Χαλδία",http://hdl.handle.net/20.500.11853/206845,"Μελανοφρύδης, Παντελεήμον Η.",Πόντος,40.0850088,23.9775837,Και κλέφτης και ανώτερος.
96187,"Το έναν τ' αχούλ' πα καλόν εὶναι, άμα τα δύο κι άλλο καλλίον","Πόντος, Σάντα",http://hdl.handle.net/20.500.11853/184758,"Παπαδόπουλος, Άνθιμος Α.",Πόντος,40.0850088,23.9775837,"Το ένα αχούρι πάλι καλό είναι, αλλά τα δύο ακόμη καλύτερα."
95564,"Ο Θεόν έδουνεν τα φάβατα, 'ς εκείντς που ΄κ' έχ΄ νε δόντια","Πόντος, Τραπεζούντα",http://hdl.handle.net/20.500.11853/184509,"Παπαδόπουλος, Άνθιμος Α.",Πόντος,40.0850088,23.9775837,"Ο Θεός έδωσε τα κουκιά, σ' αυτούς που δεν έχουν δόντια"
96064,"Τα κουντούρας κρόξ κρούξ, τας κοιλίας λάγξ λούγξ","Πόντος, Σάντα",http://hdl.handle.net/20.500.11853/199746,"Παπαδόπουλος, Άνθιμος Α.",Πόντος,40.0850088,23.9775837,"Τα κοντορούχα κρούξ κρούξ, οι κοιλιές λάγξ λούγξ"
95236,Ήντσαν θέλ' το καλό σ' ευτάει σε και κλαις,"Πόντος, Χαλδία",http://hdl.handle.net/20.500.11853/216987,"Παπαδόπουλος, Άνθιμος Α.",Πόντος,40.0850088,23.9775837,"Όπως θέλει το καλό σου, έρχεται σε σένα και κλαις."
96182,Το δανεικό να γελά,"Πόντος, Ινέπολη",http://hdl.handle.net/20.500.11853/184752,"Παπαδόπουλος, Άνθιμος Α.",Πόντος,40.0850088,23.9775837,Το δανεικό κάνει να γελά.
77757,Ο Θεός σο ρασύν θήκ και το χιόν,"Πόντος, Χαλδία",http://hdl.handle.net/20.500.11853/173172,"Μελανοφρύδης, Παντελεήμον Η.",Πόντος,40.0850088,23.9775837,Ο Θεός στο ψηλό έβαλε και το χιόνι
4276,Αφέντρια ελέϊνεν: όλα τά σεράϊα τά 'μα είναι,"Πόντος, Οινόη",http://hdl.handle.net/20.500.11853/191018,"Βαμβακίδης, Ι.",Πόντος,40.0850088,23.9775837,Η αφέντρα έλεγε: όλα τα σεράγια δικά μου είναι
94743,Ας σον Γιώρ' κέσ' τον Αέρ' πα ικράχ εποίκα,"Πόντος, Σάντα",http://hdl.handle.net/20.500.11853/184362,"Παπαδόπουλος, Άνθιμος Α.",Πόντος,40.0850088,23.9775837,Στον Γιώργο και στον Ανδρέα παλιά έκανα παρέα.
95316,Κανείνος κερίν ους να εμέρωσεν 'κ' επίασεν,"Πόντος, Χαλδία",http://hdl.handle.net/20.500.11853/199633,"Παπαδόπουλος, Άνθιμος Α.",Πόντος,40.0850088,23.9775837,Κανένας κερί που να ημέρωσε δεν έπιασε
95019,Εκαβάλλ' κεψεν τα πουλάλα,"Πόντος, Χαλδία",http://hdl.handle.net/20.500.11853/184464,"Παπαδόπουλος, Άνθιμος Α.",Πόντος,40.0850088,23.9775837,Καβάλησε και έφυγαν τα άλογα.
94644,Απέμεινε πουλλίν 'ς σο κλαδίν,"Πόντος, Κερασούντα",http://hdl.handle.net/20.500.11853/244012,"Παπαδόπουλος, Άνθιμος Α.",Πόντος,40.0850088,23.9775837,Έμεινε πουλί στο κλαδί.
94611,Αμόν Πέτρος μ' ίνεσαι,"Πόντος, Κοτύωρα",http://hdl.handle.net/20.500.11853/244009,"Παπαδόπουλος, Άνθιμος Α.",Πόντος,40.0850088,23.9775837,Σαν τον Πέτρο μου γίνεσαι
95433,Με το μολύβ' να κρούς άτον αίμαν 'κι στάζ',"Πόντος, Χαλδία",http://hdl.handle.net/20.500.11853/184194,"Παπαδόπουλος, Άνθιμος Α.",Πόντος,40.0850088,23.9775837,Με το μολύβι να τον χτυπάς αίμα δεν στάζει.
96019,Τ' αργάτ' η γυναίκα ους το μεσημέρ' πεινά,"Πόντος, Χαλδία",http://hdl.handle.net/20.500.11853/184692,"Παπαδόπουλος, Άνθιμος Α.",Πόντος,40.0850088,23.9775837,Η αργάτισσα η γυναίκα ως το μεσημέρι πεινάει
95600,Ο κλέφτες 'κι ωρίεται,"Πόντος, Κοτύωρα",http://hdl.handle.net/20.500.11853/199702,"Παπαδόπουλος, Άνθιμος Α.",Πόντος,40.0850088,23.9775837,Ο κλέφτης δεν φωνάζει
94985,Εδέκαν 'ς ση ράχαν ατ' το ταούλ' κι ατείν' κρούγ' νε τα κοπάλα,"Πόντος, Σάντα",http://hdl.handle.net/20.500.11853/244039,"Παπαδόπουλος, Άνθιμος Α.",Πόντος,40.0850088,23.9775837,Έδωσαν στη ράχη του το ταούλι κι αυτός χτυπάει τα κόκαλα.
4065,Τημ μυμύαν καμέλιν ποίει,Πόντος,http://hdl.handle.net/20.500.11853/269764,"Βαλαβάνης, Ι.",Πόντος,40.0850088,23.9775837,Τη μυία καμήλα κάνει
94887,Έδωκα νερόν αφκάτ' ατ',"Πόντος, Κερασούντα",http://hdl.handle.net/20.500.11853/217184,"Παπαδόπουλος, Άνθιμος Α.",Πόντος,40.0850088,23.9775837,Έδωσα νερό από κάτω του.
94841,Για τ'έναν ψύλλον καίει το χαλίν,"Πόντος, Χαλδία",http://hdl.handle.net/20.500.11853/217169,"Παπαδόπουλος, Άνθιμος Α.",Πόντος,40.0850088,23.9775837,Για έναν ψύλλο καίει το χαλινάρι.
3579,Μαγκούριν κι έχω,Πόντος,http://hdl.handle.net/20.500.11853/166881,"Βαλαβάνης, Ι.",Πόντος,40.0850088,23.9775837,Μαγκούρα δεν έχω
77741,Τι έχς Μουράτ; - Το είχα πάντα,"Πόντος, Χαλδία",http://hdl.handle.net/20.500.11853/173162,"Μελανοφρύδης, Παντελεήμον Η.",Πόντος,40.0850088,23.9775837,Τι έχεις Μουράτ; - Το είχα πάντα
95000,"Εθέλεσες κ' επέθανες, τη γης χαράν εποίκες","Πόντος, Χαλδία",http://hdl.handle.net/20.500.11853/244042,"Παπαδόπουλος, Άνθιμος Α.",Πόντος,40.0850088,23.9775837,"Ήθελες και πέθανες, τη γης χαρά έφτιαξες"
77877,Τ' αδέλφια νταν χωρίουνταν ο ήλον πά ματούται μουδί ο ήλον μαναχόν τη ήλ'η μάνα πάλι,"Πόντος, Χαλδία",http://hdl.handle.net/20.500.11853/153649,"Μελανοφρύδης, Παντελεήμον Η.",Πόντος,40.0850088,23.9775837,"Τα αδέλφια όταν χωρίζονταν ο ένας πάει μόνος του, αλλά ο ένας μόνος δεν είναι, η μάνα πάλι είναι μαζί."
3087,"Απάν εποίκεν, αφτιά εποίκεν...","Πόντος, Κερασούντα",http://hdl.handle.net/20.500.11853/264128,"Βαλαβάνης, Ι.",Πόντος,40.0850088,23.9775837,"Από πάνω έκανε, αυτιά έκανε..."
94690,Ας είχα τον άντραν μ' κι άς έμ' και 'ς ση κυρού μ,Πόντος,http://hdl.handle.net/20.500.11853/184328,"Παπαδόπουλος, Άνθιμος Α.",Πόντος,40.0850088,23.9775837,Ας είχα τον άντρα μου κι ας ήμουν και στη μάνα μου
94486,Άθρωπος θωρείς και καρδιές 'κε γνωρίεις,"Πόντος, Ινέπολη",http://hdl.handle.net/20.500.11853/217095,"Παπαδόπουλος, Άνθιμος Α.",Πόντος,40.0850088,23.9775837,Άνθρωπο βλέπεις και καρδιές δεν γνωρίζεις
4187,Του Θεού το μαθετιάτικον,Πόντος,http://hdl.handle.net/20.500.11853/166855,"Βαλαβάνης, Ι.",Πόντος,40.0850088,23.9775837,Του Θεού το μαθητιάτικο
95260,Ίντσαν θέλ' το καλό σ εφτάει σε και κλαίς,Πόντος,http://hdl.handle.net/20.500.11853/199822,"Παπαδόπουλος, Άνθιμος Α.",Πόντος,40.0850088,23.9775837,"Αν αυτό που θέλεις το καλό σου φέρνει, γιατί κλαις;"
3112,Ας ΄ς ομμάτια κι χωρίζω άτο,Πόντος,http://hdl.handle.net/20.500.11853/279247,"Βαλαβάνης, Ι.",Πόντος,40.0850088,23.9775837,"Αν δω τα μάτια του, θα το χωρίσω."
37693,Λύκον με μένυγμαν κουζούμ κι τρώγει,"Πόντος, Χαλδία",http://hdl.handle.net/20.500.11853/227958,"Κανδηλάπτης, Γ.",Πόντος,40.0850088,23.9775837,Ο λύκος με μήνυμα αρνί δεν τρώει!
3742,Ο πετεινόν εκούγιξεν παρώρας παρώρας κι' εγνέφιξεν τογ γέρον τομ παραπονεμένον,Πόντος,http://hdl.handle.net/20.500.11853/264092,"Βαλαβάνης, Ι.",Πόντος,40.0850088,23.9775837,Ο πετεινός λάλησε πρωί πρωί και ξύπνησε τον γέρο τον παραπονεμένο.
77746,"Ο γάιδαρον έξερεν εφτά κολύμπα, κι αμόν το εκατήβεν σο ποτάμ' κεκά τ' εφτά πά ενέσπαλεν","Πόντος, Χαλδία",http://hdl.handle.net/20.500.11853/153616,"Μελανοφρύδης, Παντελεήμον Η.",Πόντος,40.0850088,23.9775837,"Ο γάιδαρος ήξερε εφτά κολυμπήσεις, και σαν κατέβηκε στο ποτάμι καμιά από τις εφτά δεν χρησιμοποίησε."
4255,Άντρας ας εὶναι κι αλαχτορίου χασιέτιν ας έσει,"Πόντος, Οινόη",http://hdl.handle.net/20.500.11853/191033,"Βαμβακίδης, Ι.",Πόντος,40.0850088,23.9775837,Άντρας ας είναι κι αλλοπρόσαλλου χαρακτήρα ας έχει.
3037,Άφς καυλία τημ ψωλήσ σ και κράτ τ' εμόν,Πόντος,http://hdl.handle.net/20.500.11853/141120,"Βαλαβάνης, Ι.",Πόντος,40.0850088,23.9775837,Άφησε τα καυχησιάρικα λόγια σου και κράτα τα δικά μου.
3534,Κλώση 'κ εσ',Πόντος,http://hdl.handle.net/20.500.11853/201957,"Βαλαβάνης, Ι.",Πόντος,40.0850088,23.9775837,Δεν έχει τέλος.
77666,Η κοσάρα πίν' και τερεί και σον Θεόν κιάν,"Πόντος, Χαλδία",http://hdl.handle.net/20.500.11853/173150,"Μελανοφρύδης, Παντελεήμον Η.",Πόντος,40.0850088,23.9775837,Η εικοσάρα πίνει και κοιτάζει και στον Θεό επάνω
96254,Το ξένον τ' άλογον πη καβαλλ'κεύ' αγλήγορα κατηβαίν',"Πόντος, Χαλδία",http://hdl.handle.net/20.500.11853/199798,"Παπαδόπουλος, Άνθιμος Α.",Πόντος,40.0850088,23.9775837,Το ξένο άλογο πηγαίνει καβαλικεύει γρήγορα και κατεβαίνει.
77907,Ταν ταν κοιλίαν εύκαιρον και δόντι ακονεμένα,"Πόντος, Χαλδία",http://hdl.handle.net/20.500.11853/206827,"Μελανοφρύδης, Παντελεήμον Η.",Πόντος,40.0850088,23.9775837,Όταν η κοιλιά είναι άδεια και το δόντι ακονισμένο.
77654,"Ζήσον, μουλάρ, και φα κριθάρια","Πόντος, Χαλδία",http://hdl.handle.net/20.500.11853/173143,"Μελανοφρύδης, Παντελεήμον Η.",Πόντος,40.0850088,23.9775837,"Ζήσε, μουλάρι, και φάε κριθάρια"
3835,Ούτε μέλι ποιεί ούτε κηρόν ποιεί,Πόντος,http://hdl.handle.net/20.500.11853/279544,"Βαλαβάνης, Ι.",Πόντος,40.0850088,23.9775837,Ούτε μέλι φτιάχνει ούτε κερί φτιάχνει
97335,Το γεροντιάρικον το βούδ εγάλ τ' αυλάκ',Πόντος,http://hdl.handle.net/20.500.11853/165851,"Παπανανιάδης, Ελευθέριος",Πόντος,40.0850088,23.9775837,Το γεροντάρικο βόδι μεγαλώνει το αυλάκι
94973,"Εγώ ας το δαβαίνω, ο κόσμος ας χαλάεται","Πόντος, Χαλδία",http://hdl.handle.net/20.500.11853/184450,"Παπαδόπουλος, Άνθιμος Α.",Πόντος,40.0850088,23.9775837,"Εγώ ας το καταλαβαίνω, ο κόσμος ας χαλάει."
4199,Υγείαν κι όρεξιν,Πόντος,http://hdl.handle.net/20.500.11853/200543,"Βαλαβάνης, Ι.",Πόντος,40.0850088,23.9775837,Υγεία και όρεξη
99616,Ασσήν οργήν σσον κίντυνον,"Πόντος, Κρώμνη",http://hdl.handle.net/20.500.11853/191518,"Παρχαρίδης, Ι. Α.",Πόντος,40.0850088,23.9775837,Με την οργή στον κίνδυνο
95178,Η κοιλία 'τ' πολλά παίρ',"Πόντος, Σάντα",http://hdl.handle.net/20.500.11853/199614,"Παπαδόπουλος, Άνθιμος Α.",Πόντος,40.0850088,23.9775837,Η κοιλιά του πολλά παίρνει
94593,Αλαλος κι αμήλαλος και γαλενόν ποτάμι,"Πόντος, Χαλδία",http://hdl.handle.net/20.500.11853/184242,"Παπαδόπουλος, Άνθιμος Α.",Πόντος,40.0850088,23.9775837,Άλαλος και άμιλητος και ήρεμο ποτάμι
3975,"Τ' αγά έτον το γαΐχ, εδέβα μ ατό",Πόντος,http://hdl.handle.net/20.500.11853/166746,"Βαλαβάνης, Ι.",Πόντος,40.0850088,23.9775837,"Του αγά ήταν το καΐκι, το έδεβα με αυτό."
97274,"Βράσον χαλκόν, βράσον ση να δέα βαίν πλάν ο μισεαφέρτς",Πόντος,http://hdl.handle.net/20.500.11853/281409,"Παπανανιάδης, Ελευθέριος",Πόντος,40.0850088,23.9775837,"Βράσε χαλκό, βράσε στη φωτιά, δεν βγαίνει σωστά ο μισεμμένος."
94947,Έφαεν τα σίδερα,"Πόντος, Κρώμνη",http://hdl.handle.net/20.500.11853/243958,"Παπαδόπουλος, Άνθιμος Α.",Πόντος,40.0850088,23.9775837,Έφαγε τα σίδερα
4269,Αξία σου λιβόρι κι απάν' έναν κοβόρι,"Πόντος, Οινόη",http://hdl.handle.net/20.500.11853/191045,"Βαμβακίδης, Ι.",Πόντος,40.0850088,23.9775837,Αξία σου λιβάνι κι από πάνω ένα κουβούρι
77517,Ακόμαν η φάσσα κι ώβασεν κι η κίσσα παρεκάτσεν,"Πόντος, Χαλδία",http://hdl.handle.net/20.500.11853/153565,"Μελανοφρύδης, Παντελεήμον Η.",Πόντος,40.0850088,23.9775837,Ακόμα η φάσα δεν έκατσε και η κίσσα παρακάθισε
95653,Ο ξένον πάντα ξένος εὶναι κ' η γειτονία ξένον,"Πόντος, Τραπεζούντα",http://hdl.handle.net/20.500.11853/199716,"Παπαδόπουλος, Άνθιμος Α.",Πόντος,40.0850088,23.9775837,Ο ξένος πάντα ξένος είναι και η γειτονιά ξένη.
