Unnamed: 0,text,place,uri,collector,area,lat,lon,normtext,GPTnorm
21700,Είδες μ' από 'μπρος; δε με κι από πίσω,Αμοργός,http://hdl.handle.net/20.500.11853/144065,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Είδες μ' από 'μπρος; δε με κι από πίσω,Είδες με από μπροστά; δες με και από πίσω
18906,Αν ήκουε ο Θεός των κουρουνώ δε θα ΄μενε γάδαρος στο βουνό!,"Αμοργός, Χώρα",http://hdl.handle.net/20.500.11853/183214,"Ήμελλος, Στέφανος Δ.",Αμοργός,36.85252415,25.89848696771565,Αν ήκουε ο Θεός των κουρουνώ δε θα ΄μενε γάδαρος στο βουνό!,Αν άκουγε ο Θεός των κορακιών δε θα έμενε γάιδαρος στο βουνό!
19990,Άλλα 'ν' τ' άλλα κι' άλλο 'ν' του πουλιού το γάλα,Αμοργός,http://hdl.handle.net/20.500.11853/144303,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Άλλα 'ν' τ' άλλα κι' άλλο 'ν' του πουλιού το γάλα,Άλλα είναι τ' άλλα κι άλλο είναι του πουλιού το γάλα
23986,"Να κάψω την καλύβα μου, για πείσμα των κουνούπων",Αμοργός,http://hdl.handle.net/20.500.11853/252049,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,"Να κάψω την καλύβα μου, για πείσμα των κουνούπων","Να κάψω την καλύβα μου, για πείσμα των κουνουπιών"
24749,Όλα του λωλού λωλά 'ναι,Αμοργός,http://hdl.handle.net/20.500.11853/277158,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Όλα του λωλού λωλά 'ναι,Όλα του τρελού τρελά είναι
21641,Εγώ γεννήθηκα πάνω στο δώμα,Αμοργός,http://hdl.handle.net/20.500.11853/162548,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Εγώ γεννήθηκα πάνω στο δώμα,Εγώ γεννήθηκα πάνω στη στέγη
21262,"Δεν θέλει ρύζι με νερό, μόνον νερόν με ρύζι",Αμοργός,http://hdl.handle.net/20.500.11853/251716,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,"Δεν θέλει ρύζι με νερό, μόνον νερόν με ρύζι","Δεν θέλει ρύζι με νερό, μόνο νερό με ρύζι"
27181,Τώρα 'ναι τα χαμένα νερά,Αμοργός,http://hdl.handle.net/20.500.11853/285583,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Τώρα 'ναι τα χαμένα νερά,Τώρα είναι τα χαμένα νερά
20490,Αντόν δης Βοριάν και βρέχη κάτεχε χειμώναν έχει,Αμοργός,http://hdl.handle.net/20.500.11853/143808,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Αντόν δης Βοριάν και βρέχη κάτεχε χειμώναν έχει,"Άμα δεις Βοριά και βρέχει, να ξέρεις χειμώνα έχει."
24129,"Ξέρεις να κλέψης; Ξέρω. Άμε να κρύψης; Όχι. Δα, μηδέ να κλέψης δεν εξέρεις",Αμοργός,http://hdl.handle.net/20.500.11853/211470,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,"Ξέρεις να κλέψης; Ξέρω. Άμε να κρύψης; Όχι. Δα, μηδέ να κλέψης δεν εξέρεις","Ξέρεις να κλέψεις; Ξέρω. Πήγαινε να κρύψεις; Όχι. Τότε, ούτε να κλέψεις δεν ξέρεις."
20413,"Αν ήξερεν η μάννα τον πόνον που τραβά το παιδί, αντόν εβγάλλη τα δόντια, θάκαβγεν τα 'νωφοκάτοφλά της να το πυρώνη",Αμοργός,http://hdl.handle.net/20.500.11853/162745,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,"Αν ήξερεν η μάννα τον πόνον που τραβά το παιδί, αντόν εβγάλλη τα δόντια, θάκαβγεν τα 'νωφοκάτοφλά της να το πυρώνη","Αν ήξερε η μάνα τον πόνο που περνά το παιδί, όταν βγάζει τα δόντια, θα έβγαζε τα ανώφλια-κατώφλια της να το πυρώνει"
25117,"Οπου πονεί, γαδουρινα φωναζει",Αμοργός,http://hdl.handle.net/20.500.11853/251595,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,"Οπου πονεί, γαδουρινα φωναζει","Όπου πονεί, γαϊδουρίνα φωνάζει"
26083,Σήμερο δικό μου κι αύριο δικό σου,Αμοργός,http://hdl.handle.net/20.500.11853/251113,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Σήμερο δικό μου κι αύριο δικό σου,Σήμερα δικό μου κι αύριο δικό σου
22905,"Κάλλιον σιταρόσπειρον, παρά διαμαντόπετρα",Αμοργός,http://hdl.handle.net/20.500.11853/250988,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,"Κάλλιον σιταρόσπειρον, παρά διαμαντόπετρα","Καλύτερα σιταρόσπειρο, παρά διαμαντόπετρα"
21418,Δυό κεφάλια σ' έναν κιουλάφι,Αμοργός,http://hdl.handle.net/20.500.11853/162504,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Δυό κεφάλια σ' έναν κιουλάφι,Δυο κεφάλια σε ένα μαξιλάρι
26778,"Το μήλον όσον κρύβγεται, τόσον καλά μυρίζει",Αμοργός,http://hdl.handle.net/20.500.11853/274249,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,"Το μήλον όσον κρύβγεται, τόσον καλά μυρίζει","Το μήλο όσο κρύβεται, τόσο καλά μυρίζει"
21510,Ένας σάκκος κόκκαλα,Αμοργός,http://hdl.handle.net/20.500.11853/200836,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Ένας σάκκος κόκκαλα,Ένας σάκος κόκκαλα
24999,Όσον θέλεις φούσκωνέ τα με το ζύγι θα τα δώκης,Αμοργός,http://hdl.handle.net/20.500.11853/177844,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Όσον θέλεις φούσκωνέ τα με το ζύγι θα τα δώκης,Όσο θέλεις φούσκωνέ τα με το ζύγι θα τα δώσεις
23970,Να γαμειέται η παπαδιά να πλερώνη το χωριό,Αμοργός,http://hdl.handle.net/20.500.11853/251160,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Να γαμειέται η παπαδιά να πλερώνη το χωριό,Να γαμιέται η παπαδιά να πληρώνει το χωριό
21690,Είδεν ο Θεός το δίκαιον,Αμοργός,http://hdl.handle.net/20.500.11853/162000,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Είδεν ο Θεός το δίκαιον,Είδε ο Θεός το δίκαιο.
22081,Εσκλήρυνας του αιτήσασθαι,Αμοργός,http://hdl.handle.net/20.500.11853/144183,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Εσκλήρυνας του αιτήσασθαι,Εσκλήρυνες το αιτήσασθαι
27283,Χαρά στον πό' χει και δώνει,Αμοργός,http://hdl.handle.net/20.500.11853/162311,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Χαρά στον πό' χει και δώνει,Χαρά σε αυτόν που έχει και δίνει
24614,"Ό,τι κάμη ο Θεός, καλά καμωνένον",Αμοργός,http://hdl.handle.net/20.500.11853/177575,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,"Ό,τι κάμη ο Θεός, καλά καμωνένον","Ό,τι κάνει ο Θεός, καλά καμωμένο."
21605,Εγέλαν ο αμανίκωτος τον άλλον κουτσομάνικο,Αμοργός,http://hdl.handle.net/20.500.11853/178133,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Εγέλαν ο αμανίκωτος τον άλλον κουτσομάνικο,Γέλαγε ο αμανίκωτος τον άλλον κουτσομάνικο
21755,Είντα θέλ' η αλεπού στο παζάρι,Αμοργός,http://hdl.handle.net/20.500.11853/144244,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Τι θέλ' η αλεπού στο παζάρι,Τι θέλει η αλεπού στο παζάρι
18986,Κάνομε τον άνεμο κουβάρι,"Αμοργός, Αρκεσίνη",http://hdl.handle.net/20.500.11853/143308,"Ήμελλος, Στέφανος Δ.",Αμοργός,36.85252415,25.89848696771565,Κάνομε τον άνεμο κουβάρι,Κάνουμε τον άνεμο κουβάρι
22343,"Η μύτη του να πέση, δεν σκύβγει να την πάρη",Αμοργός,http://hdl.handle.net/20.500.11853/283298,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,"Η μύτη του να πέση, δεν σκύβγει να την πάρη","Η μύτη του να πέσει, δεν σκύβει να την πάρει"
25041,Οι απεθαμένοι με τους απεθαμένους κ' οι ζωντανοί με τους ζωντανούς,Αμοργός,http://hdl.handle.net/20.500.11853/252167,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Οι απεθαμένοι με τους απεθαμένους κ' οι ζωντανοί με τους ζωντανούς,Οι πεθαμένοι με τους πεθαμένους κι οι ζωντανοί με τους ζωντανούς
25503,Ποιός σ' ανεττιβάλλει στων ψυχών το κόλλυβο;,Αμοργός,http://hdl.handle.net/20.500.11853/211223,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Ποιός σ' ανεττιβάλλει στων ψυχών το κόλλυβο;,Ποιος σε αντιπαλεύει στις ψυχές το κόλλυβο;
25298,Πασανείς γυρεύγει για τον εαυτόν του,Αμοργός,http://hdl.handle.net/20.500.11853/178025,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Πασανείς γυρεύγει για τον εαυτόν του,Ο καθένας γυρεύει για τον εαυτό του
27199,Τώρα τώρα 'ναι τα χαμένα νερά,Αμοργός,http://hdl.handle.net/20.500.11853/285594,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Τώρα τώρα 'ναι τα χαμένα νερά,Τώρα τώρα είναι τα χαμένα νερά
20253,Αληθινός καλόερος,Αμοργός,http://hdl.handle.net/20.500.11853/201014,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Αληθινός καλόερος,Αληθινός καλοκαιρινός
26398,Τα καμέν πουλία φτερά,Αμοργός,http://hdl.handle.net/20.500.11853/269444,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Τα καμέν πουλία φτερά,Τα καμένα πουλιά φτερά
25515,Ποιος ήκαμεν τον φόνο; Που φερεν το μαντάτο,Αμοργός,http://hdl.handle.net/20.500.11853/278589,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Ποιος ήκαμεν τον φόνο; Που φερεν το μαντάτο,Ποιος έκανε τον φόνο; Ποιος έφερε το μαντάτο;
23972,Να γαμιέτ' η παπαδιά να πλερώνη το χωριό,Αμοργός,http://hdl.handle.net/20.500.11853/251125,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Να γαμιέτ' η παπαδιά να πλερώνη το χωριό,Να γαμιέται η παπαδιά να πληρώνει το χωριό
26189,Στην ζέππην του το ΄χει,Αμοργός,http://hdl.handle.net/20.500.11853/161708,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Στην ζέππην του το ΄χει,Στην τσέπη του το 'χει
22274,Η κάττα η εφτακελλού,Αμοργός,http://hdl.handle.net/20.500.11853/162161,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Η κάττα η εφτακελλού,Η γάτα η εφτάψυχη
22583,Ηπιάσεν την κάτταν από τ' αυτιά,Αμοργός,http://hdl.handle.net/20.500.11853/200905,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Ηπιάσεν την κάτταν από τ' αυτιά,Έπιασε τη γάτα από τα αυτιά
26122,"Σκύλος που γαυγίζει και δεν δακά, άφες τον κι ας γαυγίζη",Αμοργός,http://hdl.handle.net/20.500.11853/251000,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,"Σκύλος που γαυγίζει και δεν δακά, άφες τον κι ας γαυγίζη","Σκύλος που γαβγίζει και δεν δαγκώνει, άφησέ τον κι ας γαβγίζει"
26039,Σε γνωρίζω σαν κάλπικον άσπρο,Αμοργός,http://hdl.handle.net/20.500.11853/200968,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Σε γνωρίζω σαν κάλπικον άσπρο,Σε γνωρίζω σαν κάλπικο ασήμι
25460,"Πόχει αμπέλια, ας βάλ' εργάτες και καράβια, καλαφάτες",Αμοργός,http://hdl.handle.net/20.500.11853/162195,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,"Πόχει αμπέλια, ας βάλ' εργάτες και καράβια, καλαφάτες","Όποιος έχει αμπέλια, ας βάλει εργάτες και καράβια, καλαφάτες"
25744,"Πριν ακούς την όρεξή σου, συμβουλεύγου το πουγγί σου",Αμοργός,http://hdl.handle.net/20.500.11853/201049,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,"Πριν ακούς την όρεξή σου, συμβουλεύγου το πουγγί σου","Πριν ακούς την όρεξή σου, συμβουλεύου το πουγγί σου"
23195,Κατά τον κώλον και το ξύλο,Αμοργός,http://hdl.handle.net/20.500.11853/200875,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Κατά τον κώλον και το ξύλο,Κατά τον κώλο και το ξύλο
20230,"Ακόμη δεν εκάτσαμεν την κλωσσού, και τα πουλιά γυρεύγει",Αμοργός,http://hdl.handle.net/20.500.11853/144639,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,"Ακόμη δεν εκάτσαμεν την κλωσσού, και τα πουλιά γυρεύγει","Ακόμα δεν καθίσαμε την κλώσσα, και τα πουλιά γυρεύει."
25711,Πού να πάρω και πού να δώκω;,Αμοργός,http://hdl.handle.net/20.500.11853/161968,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Πού να πάρω και πού να δώκω;,Πού να πάρω και πού να δώσω;
23823,Μηδέ στ' όνειρόν του ποτέ δεν το 'δε,Αμοργός,http://hdl.handle.net/20.500.11853/201214,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Μηδέ στ' όνειρόν του ποτέ δεν το 'δε,Μηδέ στ' όνειρό του ποτέ δεν το είδε
24229,"Ο δαίμονας σφαλά μιαν πόρταν, κι ο Θεός ανοίει δέκα",Αμοργός,http://hdl.handle.net/20.500.11853/178044,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,"Ο δαίμονας σφαλά μιαν πόρταν, κι ο Θεός ανοίει δέκα","Ο διάβολος κλείνει μια πόρτα, κι ο Θεός ανοίγει δέκα"
20587,Από τ' Αγί Αντρία 'ντρειώνεται η μέρα,Αμοργός,http://hdl.handle.net/20.500.11853/144460,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Από τ' Αγί Αντρία 'ντρειώνεται η μέρα,Από τ' Άγιου Ανδρέα αντρειώνεται η μέρα
22986,Καθένας κατά τα έργα του,Αμοργός,http://hdl.handle.net/20.500.11853/162011,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Καθένας κατά τα έργα του,Καθένας κατά τα έργα του
23126,"Καλόν κακόν, η γειτονιά το ξέρει",Αμοργός,http://hdl.handle.net/20.500.11853/162586,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,"Καλόν κακόν, η γειτονιά το ξέρει","Καλό κακό, η γειτονιά το ξέρει"
21200,"Δεν είν' η δίκια κατάρα, σαν που 'ν' η δίκια ώρα",Αμοργός,http://hdl.handle.net/20.500.11853/211201,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,"Δεν είν' η δίκια κατάρα, σαν που 'ν' η δίκια ώρα","Δεν είναι η δίκαιη κατάρα, σαν που είναι η δίκαιη ώρα"
22816,Κάθεται και παραλαλεί σαν την κομμένην κεφαλή,Αμοργός,http://hdl.handle.net/20.500.11853/201036,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Κάθεται και παραλαλεί σαν την κομμένην κεφαλή,Κάθεται και παραλογάει σαν την κομμένη κεφαλή
25688,"Που τα 'σπειρεν, ας τα θερίση",Αμοργός,http://hdl.handle.net/20.500.11853/251563,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,"Που τα 'σπειρεν, ας τα θερίση","Από όπου τα έσπειρε, ας τα θερίσει"
27056,Του καλού πατέρα τα παιδιά πριν πεινασουν μαγερεύουν,Αμοργός,http://hdl.handle.net/20.500.11853/251736,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Του καλού πατέρα τα παιδιά πριν πεινασουν μαγερεύουν,Του καλού πατέρα τα παιδιά πριν πεινάσουν μαγειρεύουν
21263,"Δεν θέλω λόγια, μηδέ κομπολόγια",Αμοργός,http://hdl.handle.net/20.500.11853/200712,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,"Δεν θέλω λόγια, μηδέ κομπολόγια","Δεν θέλω λόγια, ούτε κομπολόγια"
26329,Τα αγαπημένα τ' άσπρα κάνουσιν τα πάντα πάστρα,Αμοργός,http://hdl.handle.net/20.500.11853/143772,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Τα αγαπημένα τ' άσπρα κάνουσιν τα πάντα πάστρα,Τα αγαπημένα τα άσπρα κάνουν τα πάντα πάστρα
24503,Ο νους του νειου σαν της άνοιξης τα χιόνια,Αμοργός,http://hdl.handle.net/20.500.11853/286889,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Ο νους του νειου σαν της άνοιξης τα χιόνια,Ο νους του νέου σαν της άνοιξης τα χιόνια
25826,Σ' έναν δώνουν και δεν παίρνει κι' άλλον δέρνουν και δεν φεύγει,Αμοργός,http://hdl.handle.net/20.500.11853/162210,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Σ' έναν δώνουν και δεν παίρνει κι' άλλον δέρνουν και δεν φεύγει,Σ' έναν δίνουν και δεν παίρνει κι άλλον δέρνουν και δεν φεύγει
23412,"Λείψ΄από μισθόν, να μη σ΄εύρη κρίμα",Αμοργός,http://hdl.handle.net/20.500.11853/281115,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,"Λείψ΄από μισθόν, να μη σ΄εύρη κρίμα","Λείψε από μισθό, να μη σε βρει κρίμα"
23566,Με τα λόγια η κοιλιά δεν γεμίζει,Αμοργός,http://hdl.handle.net/20.500.11853/201220,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Με τα λόγια η κοιλιά δεν γεμίζει,Με τα λόγια η κοιλιά δεν γεμίζει
25130,Οπού ξοδιάζει δεκοχτώ και δεν σοδιάζει τριάντα στην φυλακή τον βάλλονε και δεν ειρεύρει γιάντα,Αμοργός,http://hdl.handle.net/20.500.11853/290091,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Οπού ξοδιάζει δεκοχτώ και δεν σοδιάζει τριάντα στην φυλακή τον βάλλονε και δεν ειρεύρει γιάντα,"Όπου ξοδεύει δεκαοχτώ και δεν σοδεύει τριάντα, στη φυλακή τον βάζουνε και δεν βρίσκει γιατί."
24119,Ξέρ΄ ο λύκος που ν΄ τ΄ αρνί,Αμοργός,http://hdl.handle.net/20.500.11853/288572,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Ξέρ΄ ο λύκος που ν΄ τ΄ αρνί,Ξέρει ο λύκος πού είναι το αρνί
23397,"Λέε με κιαρά γαδάρα, ως που νάβρης τόνομά μου",Αμοργός,http://hdl.handle.net/20.500.11853/276143,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,"Λέε με κιαρά γαδάρα, ως που νάβρης τόνομά μου","Λέγε με κυρά γαϊδάρα, ώσπου να βρεις τ' όνομά μου"
26987,Τον ουρανόν πετροβολά,Αμοργός,http://hdl.handle.net/20.500.11853/201107,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Τον ουρανόν πετροβολά,Τον ουρανό πετροβολά
22983,Καθένας έχει το δαιμόνιόν του,Αμοργός,http://hdl.handle.net/20.500.11853/177509,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Καθένας έχει το δαιμόνιόν του,Καθένας έχει το δαιμόνιό του
22461,"Ήθελα να σε φιλήσω, μα βρωμεί το στόμα σου",Αμοργός,http://hdl.handle.net/20.500.11853/177989,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,"Ήθελα να σε φιλήσω, μα βρωμεί το στόμα σου","Ήθελα να σε φιλήσω, μα βρωμάει το στόμα σου"
22473,Ήκαμεν το γρόσι ζολώττα,Αμοργός,http://hdl.handle.net/20.500.11853/269498,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Ήκαμεν το γρόσι ζολώττα,Έκανε το γρόσι ζολώτα.
25002,"Όσον μ' αγαπάς, σ' αγαπώ",Αμοργός,http://hdl.handle.net/20.500.11853/143693,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,"Όσον μ' αγαπάς, σ' αγαπώ","Όσο μ' αγαπάς, σ' αγαπώ"
21254,Δεν ηξέρ' είντα του γίνεται,Αμοργός,http://hdl.handle.net/20.500.11853/288594,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Δεν ηξέρ' τι του γίνεται,Δεν ξέρει τι του γίνεται
25212,Πάροικος εγώ είμι,Αμοργός,http://hdl.handle.net/20.500.11853/251189,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Πάροικος εγώ είμι,Πάροικος εγώ είμαι
23390,"Λαδώνω λαδώνω, μα σαν ξειδώσω...",Αμοργός,http://hdl.handle.net/20.500.11853/274798,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,"Λαδώνω λαδώνω, μα σαν ξειδώσω...","Λαδώνω λαδώνω, μα σαν ξιδώσω..."
26938,Τον ήκαμε γης μαδιάμ,Αμοργός,http://hdl.handle.net/20.500.11853/162438,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Τον ήκαμε γης μαδιάμ,Τον έκανε γης μαδιάμ
24191,Ο αφέντης μας έχει μεγαλύτερον αφέντην,Αμοργός,http://hdl.handle.net/20.500.11853/144146,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Ο αφέντης μας έχει μεγαλύτερον αφέντην,Ο αφέντης μας έχει μεγαλύτερον αφέντη.
25862,Σαν Αράπης ζουλεύγει,Αμοργός,http://hdl.handle.net/20.500.11853/143526,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Σαν Αράπης ζουλεύγει,Σαν Αράπης δουλεύει
21901,Εμένα μην τα λες αυτά,Αμοργός,http://hdl.handle.net/20.500.11853/276093,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Εμένα μην τα λες αυτά,Εμένα μην τα λες αυτά
23352,Κρατάει την όροξή σου!,Αμοργός,http://hdl.handle.net/20.500.11853/200691,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Κρατάει την όροξή σου!,Κρατάει την όρεξή σου!
