Unnamed: 0,text,place,uri,collector,area,lat,lon,normtext,GPTnorm
81624,Ξύλα κούτσουρα δαυλιά καϋμένα,"Ήπειρος, Δρόβιανη",http://hdl.handle.net/20.500.11853/289177,"Μυστακίδης, Νικόλαος Γ.",Ήπειρος,37.9982534,23.7378671,Ξύλα κούτσουρα δαυλιά καϋμένα,Ξύλα κούτσουρα δαυλιά καμένα
74380,Δεν αξίζει ο κόπος,Ήπειρος,http://hdl.handle.net/20.500.11853/213007,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671,Δεν αξίζει ο κόπος,Δεν αξίζει ο κόπος
89912,Το αβκόν αβκόν τσακκίζει,"Ήπειρος, Τσαμαντάς",http://hdl.handle.net/20.500.11853/195850,"Νίτσος, Νικόλαος",Ήπειρος,37.9982534,23.7378671,Το αβκόν αβκόν τσακκίζει,Το αυγό αυγό τσακίζει
105985,Ο Χριστός πρώτα ευλόγησε τα γένεια του κ' ύστερα τον άλλον κόσμον,"Ήπειρος, Ζαγόρι, Βίτσα",http://hdl.handle.net/20.500.11853/168476,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671,Ο Χριστός πρώτα ευλόγησε τα γένεια του κ' ύστερα τον άλλον κόσμον,Ο Χριστός πρώτα ευλόγησε τα γένια του κι ύστερα τον άλλον κόσμο.
8704,Το γουρουνάσκ' κρασάσκ' δε γένεται,Ήπειρος,http://hdl.handle.net/20.500.11853/167081,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671,Το γουρουνάσκ' κρασάσκ' δε γένεται,Το γουρουνάκι κρασάκι δε γίνεται
8386,Κάλλια Καλογιάνν' παρά Κακογιάνν',Ήπειρος,http://hdl.handle.net/20.500.11853/203519,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671,Κάλλια Καλογιάνν' παρά Κακογιάνν',Κάλλια Καλογιάννη παρά Κακογιάννη
105946,Να τον φυσήης πέφτει,"Ήπειρος, Ζαγόρι, Βίτσα",http://hdl.handle.net/20.500.11853/256604,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671,Να τον φυσήης πέφτει,Να τον φυσήξεις πέφτει
74132,Αλλού το όνειρο κι αλλού το θάμμα,Ήπειρος,http://hdl.handle.net/20.500.11853/152921,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671,Αλλού το όνειρο κι αλλού το θάμμα,Αλλού το όνειρο κι αλλού το θάμα
92698,Όλα τά 'χ΄ η Φατιμέ ο φερετζές τής λείπει,"Ήπειρος, Κόνιτσα",http://hdl.handle.net/20.500.11853/276988,"Οικονομίδης, Δημήτριος Β.",Ήπειρος,37.9982534,23.7378671,Όλα τά 'χ΄ η Φατιμέ ο φερετζές τής λείπει,Όλα τά 'χε η Φατιμέ ο φερετζές τής λείπει
7722,"Τι να σ΄ θυμθώ, κρουμδάκι μ΄ που κάθι χαψιά κί δάκρυ",Ήπειρος,http://hdl.handle.net/20.500.11853/168975,"Γαλδέμης, Αναστάσιος Δ.",Ήπειρος,37.9982534,23.7378671,"Τι να σ΄ θυμθώ, κρουμδάκι μ΄ που κάθι χαψιά κί δάκρυ","Τι να σε θυμηθώ, κρουμιδάκι μου που κάθε μπουκιά και δάκρυ"
92693,Όλα τά 'χ' η Τζίκα ο φερετζές τής λείπει,"Ήπειρος, Κόνιτσα",http://hdl.handle.net/20.500.11853/276986,"Οικονομίδης, Δημήτριος Β.",Ήπειρος,37.9982534,23.7378671,Όλα τά 'χ' η Τζίκα ο φερετζές τής λείπει,Όλα τα 'χε η Τζίκα ο φερετζές της λείπει
105013,"Σ' αγαπώ κυρά μ΄που κλάνεις, αλλά συ το παρακάνεις","Ήπειρος, Κόνιτσα",http://hdl.handle.net/20.500.11853/248521,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671,"Σ' αγαπώ κυρά μ΄που κλάνεις, αλλά συ το παρακάνεις","Σ' αγαπώ κυρά μου που κλάνεις, αλλά εσύ το παρακάνεις"
93845,Το μ'σιακό το βόδ' το τρώει ο λύκος,"Ήπειρος, Ζαγόρι",http://hdl.handle.net/20.500.11853/282686,"Παπάς, Δ. Α.",Ήπειρος,37.9982534,23.7378671,Το μ'σιακό το βόδ' το τρώει ο λύκος,Το μεσιανό το βόδι το τρώει ο λύκος
7627,"Κοντή γυναίκα πέρδικα, ψηλή χαραμουντάνα, ψηλός άντρας απόστολους, κοντός πομπή και γιάννα",Ήπειρος,http://hdl.handle.net/20.500.11853/204651,"Γαλδέμης, Αναστάσιος Δ.",Ήπειρος,37.9982534,23.7378671,"Κοντή γυναίκα πέρδικα, ψηλή χαραμουντάνα, ψηλός άντρας απόστολους, κοντός πομπή και γιάννα","Κοντή γυναίκα πέρδικα, ψηλή χαραμουντάνα, ψηλός άντρας απόστολος, κοντός πομπή και γιαννάκι"
87128,Όσο κι αν ξεπέση το βουβάλι πάντα το τομάρι του αξίζ ένα βόϊδι,Ήπειρος,http://hdl.handle.net/20.500.11853/289086,"Νεστορίδης, Κ.",Ήπειρος,37.9982534,23.7378671,Όσο κι αν ξεπέση το βουβάλι πάντα το τομάρι του αξίζ ένα βόϊδι,Όσο κι αν ξεπέσει το βουβάλι πάντα το τομάρι του αξίζει ένα βόδι
74686,Θηβαίοι κι Αθηναίοι και κακοί Μυτιληναίοι άλλα λένε το βράδι κι άλλα κάνουν το πρωΐ,Ήπειρος,http://hdl.handle.net/20.500.11853/152907,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671,Θηβαίοι κι Αθηναίοι και κακοί Μυτιληναίοι άλλα λένε το βράδι κι άλλα κάνουν το πρωΐ,Θηβαίοι κι Αθηναίοι και κακοί Μυτιληναίοι άλλα λένε το βράδυ κι άλλα κάνουν το πρωί
8181,Αι γυναίκες μακρυά μαλλιά κ' ολίγη γνώση,Ήπειρος,http://hdl.handle.net/20.500.11853/203502,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671,Αι γυναίκες μακρυά μαλλιά κ' ολίγη γνώση,Οι γυναίκες μακριά μαλλιά κι ολίγη γνώση
7674,Όσα ξέρ' ου νκουκύρς δεν τα ξέρ' ου κόσμος όλους,Ήπειρος,http://hdl.handle.net/20.500.11853/286128,"Γαλδέμης, Αναστάσιος Δ.",Ήπειρος,37.9982534,23.7378671,Όσα ξέρ' ο νκουκύρς δεν τα ξέρ' ο κόσμος όλους,Όσα ξέρει ο νοικοκύρης δεν τα ξέρει ο κόσμος όλος
106113,Το πάνουν ζιτνά,"Ήπειρος, Ζαγόρι, Βίτσα",http://hdl.handle.net/20.500.11853/204322,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671,Το πάνουν ζιτνά,Το πάνε ζιτνά
118699,Εις μόνον αναμάρτητος,Ήπειρος,http://hdl.handle.net/20.500.11853/159331,"Χρηστοβασίλης, Χ.",Ήπειρος,37.9982534,23.7378671,Εις μόνον αναμάρτητος,Είς μόνον αναμάρτητος
74861,Όποιος έχει σειέται κι όπου δεν έχει ξυέται,Ήπειρος,http://hdl.handle.net/20.500.11853/181492,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671,Όποιος έχει σειέται κι όπου δεν έχει ξυέται,Όποιος έχει σείεται κι όποιος δεν έχει ξύεται
104975,Πέντε δέκα στη σακκούλα καλώς σ΄ ηύρα γυναικούλα,"Ήπειρος, Κόνιτσα, Βούρμπιανη",http://hdl.handle.net/20.500.11853/178282,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671,Πέντε δέκα στη σακκούλα καλώς σ΄ ηύρα γυναικούλα,Πέντε δέκα στη σακούλα καλώς σ’ βρήκα γυναικούλα
106061,Στέκεται στ΄αγκάθι,"Ήπειρος, Ζαγόρι, Βίτσα",http://hdl.handle.net/20.500.11853/157822,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671,Στέκεται στ΄αγκάθι,Στέκεται στο αγκάθι
44958,Εχ' κώλου,"Ήπειρος, Δολιανά",http://hdl.handle.net/20.500.11853/273720,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671,Εχ' κώλου,Έχει κώλο
106161,Τρώει τ' πουλιού το γάλα,"Ήπειρος, Ζαγόρι, Βίτσα",http://hdl.handle.net/20.500.11853/256592,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671,Τρώει τ' πουλιού το γάλα,Τρώει του πουλιού το γάλα
106163,Τώρα είν το νερό ζεστό και το ποτάμ' σιγαλό,"Ήπειρος, Ζαγόρι, Βίτσα",http://hdl.handle.net/20.500.11853/256608,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671,Τώρα είν το νερό ζεστό και το ποτάμ' σιγαλό,Τώρα είναι το νερό ζεστό και το ποτάμι σιγαλό
7708,Σι ξένου κρασί μη χύνς νιρό,Ήπειρος,http://hdl.handle.net/20.500.11853/204655,"Γαλδέμης, Αναστάσιος Δ.",Ήπειρος,37.9982534,23.7378671,Σι ξένου κρασί μη χύνς νιρό,Σε ξένο κρασί μη ρίχνεις νερό
64379,Περπατάει άμποτε και κάμποτε,"Ήπειρος, Λοζέτσι",http://hdl.handle.net/20.500.11853/256785,"Λιουδάκη, Μαρία",Ήπειρος,37.9982534,23.7378671,Περπατάει άμποτε και κάμποτε,Περπατάει άμα και κάπου-κάπου
104764,"Λαγαρίζω (ρ) καθαρίζω, θα καθαρίσ' η αίρ' από το σιτάρι","Ήπειρος, Κόνιτσα",http://hdl.handle.net/20.500.11853/198253,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671,"Λαγαρίζω (ρ) καθαρίζω, θα καθαρίσ' η αίρ' από το σιτάρι","Καθαρίζω, θα καθαρίσει η ήρα από το σιτάρι"
105674,Απέθανα γελώντας,"Ήπειρος, Ζαγόρι, Βίτσα",http://hdl.handle.net/20.500.11853/168422,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671,Απέθανα γελώντας,Πέθανα γελώντας
111904,Για την τριχιά πά' η τζιούμα,Ήπειρος,http://hdl.handle.net/20.500.11853/204564,"Σωφρόνιος, ηγούμενος Μονής Λιγγιστάδων",Ήπειρος,37.9982534,23.7378671,Για την τριχιά πά' η τζιούμα,Για την τριχιά πάει η τζίμα
74106,"Αγκομαχάει σαν το άτι, ή σαν σκύλος",Ήπειρος,http://hdl.handle.net/20.500.11853/153111,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671,"Αγκομαχάει σαν το άτι, ή σαν σκύλος",Αγκομαχάει σαν το άτι ή σαν σκύλος
81680,Σιγουριά 'ς το Καρπενήσι 'ς τη λάσπη πολεμούν,"Ήπειρος, Δρόβιανη",http://hdl.handle.net/20.500.11853/256568,"Μυστακίδης, Νικόλαος Γ.",Ήπειρος,37.9982534,23.7378671,Σιγουριά 'ς το Καρπενήσι 'ς τη λάσπη πολεμούν,Σιγουριά στο Καρπενήσι στη λάσπη πολεμούν
75064,Τον αράπη θα λευκάνης κόπο και σαπούνι χάνεις,Ήπειρος,http://hdl.handle.net/20.500.11853/153003,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671,Τον αράπη θα λευκάνης κόπο και σαπούνι χάνεις,Τον αράπη θα λευκάνεις κόπο και σαπούνι χάνεις
74415,Δυο φοραίς οι γέροντες γένονται παιδιά,Ήπειρος,http://hdl.handle.net/20.500.11853/181749,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671,Δυο φοραίς οι γέροντες γένονται παιδιά,Δύο φορές οι γέροντες γίνονται παιδιά
4412,Έναν τον έπαιρνε το ποτάμι κι' άλλος του λεγε Στάσου να σε γαμήσω,Ήπειρος,http://hdl.handle.net/20.500.11853/256159,"Βαξοβάνος, Λεωνίδας",Ήπειρος,37.9982534,23.7378671,Έναν τον έπαιρνε το ποτάμι κι' άλλος του λεγε Στάσου να σε γαμήσω,Έναν τον έπαιρνε το ποτάμι κι άλλος του έλεγε Στάσου να σε γαμήσω
74073,Άντρας μου ςτα ρούμπαλα κ' εγώ 'ς τα πανηγύρια,Ήπειρος,http://hdl.handle.net/20.500.11853/256920,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671,Άντρας μου ςτα ρούμπαλα κ' εγώ 'ς τα πανηγύρια,Ο άντρας μου στα ρούμπαλα κι εγώ στα πανηγύρια
45156,Μια κούτ' κι άλλ' διάβα 'δω,"Ήπειρος, Δολιανά",http://hdl.handle.net/20.500.11853/170466,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671,Μια κούτ' κι άλλ' διάβα 'δω,Μια κούτα κι άλλη διάβα εδώ
74938,Πίσω την έχει την ουρά το δροσερό τ' απίδι,Ήπειρος,http://hdl.handle.net/20.500.11853/212971,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671,Πίσω την έχει την ουρά το δροσερό τ' απίδι,Πίσω την έχει την ουρά το δροσερό το αχλάδι
4425,"Εκεί όπου δεν έβαλες, μην απλώνης",Ήπειρος,http://hdl.handle.net/20.500.11853/141282,"Βαξοβάνος, Λεωνίδας",Ήπειρος,37.9982534,23.7378671,"Εκεί όπου δεν έβαλες, μην απλώνης","Εκεί όπου δεν έβαλες, μην απλώνεις"
4420,Εγεννήθηκε σε ξίσκεπο σπίτι,Ήπειρος,http://hdl.handle.net/20.500.11853/289266,"Βαξοβάνος, Λεωνίδας",Ήπειρος,37.9982534,23.7378671,Εγεννήθηκε σε ξίσκεπο σπίτι,Γεννήθηκε σε ξέσκεπο σπίτι
104382,Τρείς μέρες το θάμα κι άλλες τρείς το παραθάμα,Ήπειρος,http://hdl.handle.net/20.500.11853/173383,"Ρέκας, Β. Δ.",Ήπειρος,37.9982534,23.7378671,Τρείς μέρες το θάμα κι άλλες τρείς το παραθάμα,Τρεις μέρες το θαύμα κι άλλες τρεις το παραθαύμα
89918,Το κάνω παίπαιλη,"Ήπειρος, Τσαμαντάς",http://hdl.handle.net/20.500.11853/247825,"Νίτσος, Νικόλαος",Ήπειρος,37.9982534,23.7378671,Το κάνω παίπαιλη,Το κάνω παιπάλη
119321,"Ανάβαλες το φίλο, πάρει και κομμάτι ξύλο",Ήπειρος,http://hdl.handle.net/20.500.11853/197808,"Ψάλτης, Σταμάτιος Β.",Ήπειρος,37.9982534,23.7378671,"Ανάβαλες το φίλο, πάρει και κομμάτι ξύλο","Ανάβαλες το φίλο, πάρει και κομμάτι ξύλο"
4598,Το στάρι απ' το μύλο θα διαβή,Ήπειρος,http://hdl.handle.net/20.500.11853/284039,"Βαξοβάνος, Λεωνίδας",Ήπειρος,37.9982534,23.7378671,Το στάρι απ' το μύλο θα διαβή,Το στάρι απ' το μύλο θα διαβεί
74982,Τα αυτά της αυτής,Ήπειρος,http://hdl.handle.net/20.500.11853/153006,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671,Τα αυτά της αυτής,Τα αυτά της αυτής
94044,Τούρθε σαν τ' μπούφιο του πλι,Ήπειρος,http://hdl.handle.net/20.500.11853/284017,"Παπαγεωργίου, Ιωάννης",Ήπειρος,37.9982534,23.7378671,Τούρθε σαν τ' μπούφιο του πλι,Του ήρθε σαν το μπούφλο του βουνού
8632,Πρώτα θα ιδούμε το γείτονα κ' ύστερα τον ήλιο,Ήπειρος,http://hdl.handle.net/20.500.11853/167124,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671,Πρώτα θα ιδούμε το γείτονα κ' ύστερα τον ήλιο,Πρώτα θα δούμε το γείτονα και ύστερα τον ήλιο
102649,Ήλιος καμωμένος,Ήπειρος,http://hdl.handle.net/20.500.11853/172568,"Πολίτης, Νικ.",Ήπειρος,37.9982534,23.7378671,Ήλιος καμωμένος,Ήλιος καμωμένος
8705,Το γρόθο στο μαχαίρι,Ήπειρος,http://hdl.handle.net/20.500.11853/167140,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671,Το γρόθο στο μαχαίρι,Το γρόθο στο μαχαίρι
45261,Όποιους έχ΄ γρόσια έχ΄ γλώσσα,"Ήπειρος, Δολιανά",http://hdl.handle.net/20.500.11853/170351,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671,Όποιους έχ΄ γρόσια έχ΄ γλώσσα,Όποιος έχει γρόσια έχει γλώσσα
106117,Το πήρε σβάρνα,"Ήπειρος, Ζαγόρι, Βίτσα",http://hdl.handle.net/20.500.11853/256590,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671,Το πήρε σβάρνα,Το πήρε σβάρνα
94072,Μας έκουψι μπουρανιές,Ήπειρος,http://hdl.handle.net/20.500.11853/206289,"Παπαγεωργίου, Σωτηρ. Π.",Ήπειρος,37.9982534,23.7378671,Μας έκουψι μπουρανιές,Μας έκοψε μπουρανιές
111923,Έχει δεύτερα μάτια,Ήπειρος,http://hdl.handle.net/20.500.11853/279764,"Σωφρόνιος, ηγούμενος Μονής Λιγγιστάδων",Ήπειρος,37.9982534,23.7378671,Έχει δεύτερα μάτια,Έχει δεύτερα μάτια
93990,Ο λύκος με μυρμήγκια δεν χορταίνει,Ήπειρος,http://hdl.handle.net/20.500.11853/281754,"Παπαγεωργίου, Ιωάννης",Ήπειρος,37.9982534,23.7378671,Ο λύκος με μυρμήγκια δεν χορταίνει,Ο λύκος με μυρμήγκια δεν χορταίνει
105895,Λέγ' άρα μπάρα,"Ήπειρος, Ζαγόρι, Βίτσα",http://hdl.handle.net/20.500.11853/275331,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671,Λέγ' άρα μπάρα,Λέει άρα μπάρα
45498,Τ' ς αλουνίζ',"Ήπειρος, Δολιανά",http://hdl.handle.net/20.500.11853/148571,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671,Τ' ς αλουνίζ',Τους αλωνίζει
45200,Ξένα τα δαμάλια θ'κά μας τα μ'σκάρια,"Ήπειρος, Δολιανά",http://hdl.handle.net/20.500.11853/205442,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671,Ξένα τα δαμάλια θ'κά μας τα μ'σκάρια,"Ξένα τα δαμάλια, δικά μας τα μισκάρια"
